Lieferant;Artikel-Nummer;Artikel;Menge;Einheit;matched_material;matched_category;similarity_score;matched_oeko_unit;calculated_co2e_a1_a3;calculated_co2e_a4;total_co2e;calculation_status
BayWa AG;1440591;HAUFF-FZR250/1000-Faserzement-Futterrohr;0.0;kg;Spanplatte, roh (Durchschnitt DE);'Holz' / 'Holzwerkstoffe' / 'Spanplatten';0.0757;m3;0.0;0.0;0.0;Error: Invalid quantity after conversion
BayWa AG;94969;KRANGEBÜHR BAUSTOFFE PRO HUB;0.0;kg;Lüfter dezentral mit WRG (Wand & Decke) 60 m3/h;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen';0.1147;pcs.;0.0;0.0;0.0;Error: Invalid quantity after conversion
Stark Deutschland GmbH;3000722;Entladung ebenerdig je Hub;0.0;kg;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHMK Version 1, Transportbetonwerk Wesel, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0925;m3;0.0;0.0;0.0;Error: Invalid quantity after conversion
Berger Bau- und Industriebedarf GmbH;34999-SF;Frank Stremaform Arbeitsfugenabstellung Standardelement;0.0;kg;Masterdenz 100 7.3n, Mix Design ID: Rmblock02 Mao (7) 1 27/09/2024, Pflanze: Carnforth, Großbritannien;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0815;qm;0.0;0.0;0.0;Error: Invalid quantity after conversion
Berger Bau- und Industriebedarf GmbH;97104-SA;Versand- \/ Vorfrachtkosten;0.0;kg;Kupferbleche;'Metalle' / 'Kupfer' / 'Kupferbleche';0.0837;kg;0.0;0.0;0.0;Error: Invalid quantity after conversion
BayWa AG;94973;AUSGANGS-FRACHT BAUSTOFFE;0.0;kg;Mineralfaser Deckenplatten (15 mm);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0932;qm;0.0;0.0;0.0;Error: Invalid quantity after conversion
Froschmeier GmbH & Co. Betriebs KG;1200650;DRUCKKONUS  22 mm XXL 50 mm tief für Mauerstärken;1.0;Kit;skyra Zylinder;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.1007;pcs.;0.268;0.08;0.348;Success: Converted: 1.0 pcs × 1.000 kg/pc = 1.00 kg
HTI Gienger KG;AXPETRC3211;aduxa Druckrohr PE100RC 32x3,0 SDR11 TW;400.0;m;SafeRoute;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.0881;pcs.;90792.0;32.0;90824.0;Success: Converted: 400.0 pcs × 10.000 kg/pc = 4000.00 kg
Froschmeier GmbH & Co. Betriebs KG;5600270;FUGENBLECH, blank 300 mm / 2,0 mm WU-RILI ca. 886 kg ca. 9 Rollen á ca. 30 m;186.14;m;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BNFK Version 1, Transportbetonwerk Aachen-Haaren, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0879;m3;26603.2671;14.8912;26618.1583;Success: m³ unit
Froschmeier GmbH & Co. Betriebs KG;5600270;FUGENBLECH, blank 300 mm / 2,0 mm WU-RILI ca. 4,76 kg / m 4 Rollen á ca. 30,62 m;122.48;m;Flachglas - Bundesverband Flachglas e.V. - Einscheibensicherheitsglas heißgelagertes Einscheibensicherheitsglas und teilvorgespanntes Glas;'Komponenten von Fenstern und Vorhangfassaden' / 'Füllungen' / 'Transparente Füllungen';0.0853;qm;1.1611;9.7984;10.9595;Success: Converted: 122.48 m² × 0.002m = 0.245 m³
HTI Gienger KG;SN10150300;Kanalrohr Awadukt SN10 DN150x3000mm;120.0;m;Selbstverriegelnde Panikschlösser SVx 2000(F);'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'elektrisch';0.1009;pcs.;6431.7052;9.6;6441.3052;Success: Converted: 120.0 pcs × 10.000 kg/pc = 1200.00 kg
HTI Gienger KG;SICKUVR300VS;Versickerrohr Sicku-Pipe 300 TP;108.0;m;Holcim Trass Sackware Werk Lägerdorf;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0804;kg;59025.657;8.64;59034.297;Success: kg unit
HTI Gienger KG;DRRF100S;Dränrohr DN 100 flexibel gelb PVC-U;100.0;m;Beton C20/25 XC1 XC2 F3 16 M ECOPact, Rezept Nummer DI3234-BHZK Version 1, Transportbetonwerk Ahaus, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0831;m3;15050.4693;8.0;15058.4693;Success: m³ unit
Berger Bau- und Industriebedarf GmbH;34999-SF;Frank Stremaform Arbeitsfugenabstellung Standardelement;91.2;m;Masterdenz 100 7.3n, Mix Design ID: Rmblock02 Mao (7) 1 27/09/2024, Pflanze: Carnforth, Großbritannien;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0815;qm;16114.0246;7.296;16121.3206;Success: Converted: 91.2 m² × 0.01m × 1873.1 kg/m³ = 1708.27 kg
Berger Bau- und Industriebedarf GmbH;36494;Arbeitsfugenband (Siloband) ASF 80\/5, mit AbP;50.0;m;Masterlite Pro 100 7.3n, Mix Design ID: Rmblock24 MJH (5) 1 27/09/2024, Pflanze: Carnforth, Großbritannien;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0865;qm;11675.1738;4.0;11679.1738;Success: Converted: 50.0 m² × 0.01m × 1598.3 kg/m³ = 799.15 kg
Froschmeier GmbH & Co. Betriebs KG;5513032;INTEC® STANDARD 100m/Rolle   AbP 100m/Rolle +++ Service Rollenanschnitt! +++;50.0;m;Heradesign Superfine A2 Alpha+ 15 mm;'Holz' / 'Holzwerkstoffe' / 'Holzzementplatten';0.0955;qm;924.0;4.0;928.0;Success: Converted: 50.0 m² × 0.01m × 800.0 kg/m³ = 400.00 kg
Berger Bau- und Industriebedarf GmbH;751705;Schwindrohr SR 9 (88mm);44.0;m;Lichtkuppeln - LAMILUX Heinrich Strunz GmbH - Lichtkuppel F100 PETG (2025);'Komponenten von Fenstern und Vorhangfassaden' / 'Tageslichtsysteme und Rauch- / Wärmeabzugsanlagen ' / 'Oberlichter';0.0786;qm;41.492;3.52;45.012;Success: Converted: 44.0 m² × 0.01m = 0.440 m³
HTI Gienger KG;SICKUVR300;Versickerrohr Sicku-Pipe DN 300ungelocht;42.0;m;Brandschutzklappe BSK-RPR;'Gebäudetechnik' / 'Klimatisierung und Lüftung' / 'Lüftungsanlagen';0.1059;pcs.;8694.0;3.36;8697.36;Success: Converted: 42.0 pcs × 10.000 kg/pc = 420.00 kg
Froschmeier GmbH & Co. Betriebs KG;5131077;DICHTUNGSROHR Q1  L=4,00m d=88mm für WS bis 30cm;40.0;m;Austrotherm Resolution® Fassade;'Dämmstoffe' / 'Phenolharz-Hartschaum (PF)' / 'PF-Platten';0.0872;qm;118.545;3.2;121.745;Success: Converted: 40.0 m² × 0.01m × 37.5 kg/m³ = 15.00 kg
Holz Kogler GmbH & Co. KG;47;ZUSCHNITT;37.5;m;Wandbekleidungen auf Vliesstoffbasis;'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge';0.0837;qm;0.067;3.0;3.067;Success: Converted: 37.5 m² × 0.01m = 0.375 m³
HTI Gienger KG;AXPP2RM150300;aduxa PP2000 Kanalrohr DN150x3000mm;15.0;m;Holcim Ferro 4 N Siloware Werk Beckum;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0866;kg;7803.2124;1.2;7804.4124;Success: kg unit
HTI Gienger KG;SN10150100;Kanalrohr Awadukt SN10 DN150x1000mm;6.0;m;Unterspannbahn PP;'Kunststoffe' / 'Folien und Vliese' / 'Unterspannbahn';0.0845;qm;0.027;0.48;0.507;Success: Converted: 6.0 m² × 0.01m = 0.060 m³
HTI Gienger KG;GEODRENGRK35;Geotextil GEODREN GRK 3 150 gr. 5X100m;1000.0;m²;Dichtungsprofil - Deventer Profile GmbH - Dichtungsprofile aus TPE-V;'Komponenten von Fenstern und Vorhangfassaden' / 'Dichtungskomponenten / -materialien' / 'Dichtprofile';0.0789;kg;2340.0;80.0;2420.0;Success: kg unit
Holz Kogler GmbH & Co. KG;1170;FILM21 TOP-FORM;671.875;m²;LC 60W 1050mA fixC SC ADV;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.076;pcs.;1628.7307;53.75;1682.4807;Success: Converted: 671.875 pcs × 1.000 kg/pc = 671.88 kg
HTI Gienger KG;DRMWAS7;Dränagematte Secudrain WAS7  1,90 x  35m;598.5;m²;Falttürsystem FFT FLEX Grün;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0986;pcs.;302288.5845;47.88;302336.4645;Success: Converted: 598.5 pcs × 1.000 kg/pc = 598.50 kg
Holz Kogler GmbH & Co. KG;374;ELLI20;562.5;m²;Faserzementplatte (Fassade);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Faserzement';0.0893;qm;53472.9223;45.0;53517.9223;Success: Converted: 562.5 m² × 0.01m × 1300.0 kg/m³ = 7312.50 kg
Holz Kogler GmbH & Co. KG;1194;RAUSPUND BRÜCKE;512.0;m²;Terminal 96 00;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.1093;pcs.;24364.032;40.96;24404.992;Success: Converted: 512.0 pcs × 1.000 kg/pc = 512.00 kg
HTI Gienger KG;GEODRENGRK34;GEODREN Geotextil GRK 3 150gr. 4x100m;400.0;m²;Mikroporöse Calciumsilikat-Wärmedämmstoffe;'Dämmstoffe' / 'Calciumsilikat / Calcium-Silikathydrat' / 'Calciumsilikat';0.0795;kg;561577.1272;32.0;561609.1272;Success: kg unit
KRAFT Baustoffe GmbH;1030360049;Dörken Delta-EQ Drain 12.5x2.4mNoppenbahn m. Geotextil schwarz;360.0;m²;ESA 100-300 Automatic Sliding Door;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Aluminium';0.0954;pcs.;612219.96;28.8;612248.76;Success: Converted: 360.0 pcs × 1.000 kg/pc = 360.00 kg
KRAFT Baustoffe GmbH;1030360017;Dörken Delta-NB Noppenbahn 20x2.00m ;160.0;m²;SCENO 2X7 7000-840 LDO TEC OV WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0747;pcs.;3000.0602;12.8;3012.8602;Success: Converted: 160.0 pcs × 1.000 kg/pc = 160.00 kg
Stang GmbH & Co. KG;2060610327;Saint Gobain Akustic HWP 1 WLG040;105.0;m²;Tor - EFAFLEX Tor- und Sicherheitssysteme GmbH & Co. KG - Schnelllauf Spiraltor Stahl;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.0988;qm;144.2175;8.4;152.6175;Success: Converted: 105.0 m² × 0.01m = 1.050 m³
Holz Kogler GmbH & Co. KG;1213;FILM20 EUKALYPTUS;59.375;m²;TOPIQ  Efficient pro ? Board (Pontarlier);'Mineralische Baustoffe' / 'Steine und Elemente' / 'Deckenplatten';0.0909;qm;332.8228;4.75;337.5728;Success: Converted: 59.375 m² × 0.01m × 110.0 kg/m³ = 65.31 kg
Stang GmbH & Co. KG;2070720369;XPS   X-FOAM WAFER GK;40.5;m²;TECTON C LED7400-840 L2000 SB LDE WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0886;pcs.;545.1386;3.24;548.3786;Success: Converted: 40.5 pcs × 1.000 kg/pc = 40.50 kg
Holz Kogler GmbH & Co. KG;1283;ZUSCHNITTPLATTEN;15.625;m²;Türschließer der Serien 8600 und 8900;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0932;pcs.;0.0;1.25;1.25;Error: GWP missing
Rohrdorfer Transportbeton München GmbH & Co. KG;99996;CO2-Zuschlag;6253.5;m³;Mineralwolle-Dämmstoff im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.08;m3;1108630.0898;500.28;1109130.3698;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;99992;Energiekostenzuschlag;6248.75;m³;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1049;m3;995560.31;499.9;996060.21;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;101;Mautzuschlag pro m³;6241.25;m³;Bodentürschließer BTS 65;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0932;pcs.;73895.3397;499.3;74394.6397;Success: Converted: 6241.25 pcs × 1.000 kg/pc = 6241.25 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;3293.75;m³;Vorhangfassade - VFF - Vorhangfassade aus Holz-Metallprofilen;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden';0.0903;qm;3589.1994;263.5;3852.6994;Success: Converted: 3293.75 m² × 0.01m = 32.938 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;99996;CO2-Zuschlag;1464.25;m³;Mineralwolle-Dämmstoff im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.08;m3;259584.4901;117.14;259701.6301;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;99992;Energiekostenzuschlag;1463.75;m³;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1049;m3;233206.866;117.1;233323.966;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;918;Mautumlage/m³;1463.75;m³;Produkte auf Basis Epoxidharz, Gruppe 5;'Beschichtungen' / 'Reaktionsharze' / 'Reaktionsharze auf Epoxidharzbasis';0.0905;kg;5140.5302;117.1;5257.6302;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;30030;retard S-02;1007.555;m³;Masterdenz 100 7.3n Paintgrade, Mix Design ID: RMBLOCK07 MAO (PG7) 1 16/12/2024, Anlage: Callow, Großbritannien;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0921;qm;225559.0837;80.6044;225639.6881;Success: Converted: 1007.555 m² × 0.01m × 1859.0 kg/m³ = 18730.45 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;105;Saisonzuschlag;1005.5;m³;ETFE-Membran;'Komposite' / 'Systembauteile' / 'Decken';0.0948;qm;2077.0114;80.44;2157.4514;Success: Converted: 1005.5 m² × 0.01m = 10.055 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;17742100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 M Industriebau;693.5;m³;Außentüren - VFF - Außentüren aus Holz ohne Lichtausschnitt;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz';0.0763;qm;68.3791;55.48;123.8591;Success: Converted: 693.5 m² × 0.01m = 6.935 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;104;Samstagszuschlag manuell;649.25;m³;Rohre für Strom-Wärmepumpe (Wasser-Wasser) 20 kW;'Gebäudetechnik' / 'Heizung' / 'Wärmeerzeuger';0.0729;pcs.;117084.2528;51.94;117136.1928;Success: Converted: 649.25 pcs × 1.000 kg/pc = 649.25 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;15342200;C25/30 XC4/XF1 F4 16 S Außenbauteile;559.75;m³;Getuftete Teppichbahnenware mit PA6 Polmaterial und textilem Rücken, LC2;'Kunststoffe' / 'Bodenbeläge' / 'Textile Bodenbeläge';0.089;qm;71.4801;44.78;116.2601;Success: Converted: 559.75 m² × 0.01m = 5.598 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;66742350;C30/37 XC4/XD2/XF2/XF3/XA2 16 L  ZTV-Ing.;480.0;m³;TS 83;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Befestigungen';0.0839;pcs.;11060.16;38.4;11098.56;Success: Converted: 480.0 pcs × 1.000 kg/pc = 480.00 kg
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;13002;Mautzuschlag pro m³;387.0;m³;Bodentürschließer BTS 65;'Komponenten von Fenstern und Vorhangfassaden' / 'Antriebssysteme' / 'mechanisch';0.0932;pcs.;4582.0143;30.96;4612.9743;Success: Converted: 387.0 pcs × 1.000 kg/pc = 387.00 kg
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;99996;CO2-Zuschlag;387.0;m³;Mineralwolle-Dämmstoff im hohen Rohdichtebereich;'Dämmstoffe' / 'Mineralwolle' / 'Mineralwolle';0.08;m3;68607.9547;30.96;68638.9147;Success: m³ unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;99992;Energiekostenzuschlag;387.0;m³;Beton C25/30 XC4 XF1 XA1 F3 16 M ECOPact, Rezept Nummer DA4234-DHFS Version 1, Transportbetonwerk Radevormwald, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.1049;m3;61657.4259;30.96;61688.3859;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17742200;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 S Industriebau;383.25;m³;Öltank PE-HD (1000l);'Gebäudetechnik' / 'Heizung' / 'Speicher';0.0764;pcs.;65807.3515;30.66;65838.0115;Success: Converted: 383.25 pcs × 1.000 kg/pc = 383.25 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;66742750;C30/37 XD2/XF3/XA2 F4 16 M ZTV-Ing.;295.25;m³;blaugelb Triotherm+ Profile;'Dämmstoffe' / 'Expandiertes Polystyrol (EPS)' / 'EPS grau';0.0809;m3;181756.6757;23.62;181780.2957;Success: m³ unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;30030;VZ dynamIQ retard S-02;294.3399999999999;m³;AMP S BAS 2900-840 PC MB LDO;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0829;pcs.;1367.7947;23.5472;1391.3419;Success: Converted: 294.3399999999999 pcs × 1.000 kg/pc = 294.34 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;17732100;C35/45 XC4/XD2/XF2/XF3/XA2 F3 16 M Industriebau;241.25;m³;RAUKANTEX ABS;'Kunststoffe' / 'Profile' / 'Kunststoffprofile hart';0.085;kg;1014.4596;19.3;1033.7596;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;916;Mautumlage bei Selbstabholung;206.0;m³;TLX S 3800-840 O SL XL EVG;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0913;pcs.;2158.8688;16.48;2175.3488;Success: Converted: 206.0 pcs × 1.000 kg/pc = 206.00 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;100;Mindermengenzuschlag;183.0;m³;Masterlite Pro 140 7.3n, Mix Design ID: RMBLOCK24 MJH (7) 1 16/12/2024, Anlage: Callow, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0817;qm;53170.037;14.64;53184.677;Success: Converted: 183.0 m² × 0.01m × 1542.0 kg/m³ = 2821.86 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;66742350;C30/37 XD2/XF2/XF3/XA2 F4 16 L  ZTV-Ing.;174.0;m³;Austrotherm UNIPLATTE®;'Dämmstoffe' / 'Extrudiertes Polystyrol (XPS)' / 'XPS weiß';0.0904;qm;160.6542;13.92;174.5742;Success: Converted: 174.0 m² × 0.01m × 28.0 kg/m³ = 48.72 kg
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;15342100;C25/30 XC4/XF1 F4 16 M Außenbauteile;172.0;m³;Vorhangfassade - VFF - Vorhangfassade aus Holz-Metallprofilen;'Komponenten von Fenstern und Vorhangfassaden' / 'Fassaden' / 'Sonstige Fassaden';0.0903;qm;187.4284;13.76;201.1884;Success: Converted: 172.0 m² × 0.01m = 1.720 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;67842652;C35/45 XC4/XD3/XF2/XF3/XA3 F4 16 M ZTV-Ing;167.75;m³;QLE 250x250mm 1250lm 830 EXC;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0748;pcs.;565.5532;13.42;578.9732;Success: Converted: 167.75 pcs × 1.000 kg/pc = 167.75 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;17842100;C35/45 XC4/XD3/XF3/XA3  F4 16 M Industriebau;162.25;m³;WDVS Verklebung und Beschichtung Silikonharzputz;'Dämmstoffe' / 'Wärmedämmverbundsystem' / 'Wärmedämmverbundsystem';0.0929;qm;9.3159;12.98;22.2959;Success: Converted: 162.25 m² × 0.01m = 1.623 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;17843200;C35/45 XC4/XD3/XF2/XF3/XA3 F4 32 S Industriebau;143.5;m³;RESCLITE PRO MSC ANT E1DG5 WH;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0824;pcs.;970.1732;11.48;981.6532;Success: Converted: 143.5 pcs × 1.000 kg/pc = 143.50 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;19842200;C45/55 XC4/XD3/XF2/XF3/XA3 F4 16 S Industriebau;134.75;m³;Halbzeuge - Kunststoffwerk Katzbach GmbH & Co. KG - Formteil aus EPS;'Kunststoffe' / 'Profile' / 'Kunststoffprofile elastisch';0.0864;kg;390.775;10.78;401.555;Success: kg unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;17742100;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 M Industriebau;121.0;m³;Außentüren - VFF - Außentüren aus Holz ohne Lichtausschnitt;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Holz';0.0763;qm;11.9306;9.68;21.6106;Success: Converted: 121.0 m² × 0.01m = 1.210 m³
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;17742200;C35/45 XC4/XD2/XF2/XF3/XA2 F4 16 S Industriebau;93.0;m³;Öltank PE-HD (1000l);'Gebäudetechnik' / 'Heizung' / 'Speicher';0.0764;pcs.;15968.9072;7.44;15976.3472;Success: Converted: 93.0 pcs × 1.000 kg/pc = 93.00 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;15343200;C25/30 XC4/XF1 F4 32 S Außenbauteile;90.0;m³;EGGER Schichtstoff;'Beschichtungen' / 'Innenbeschichtungen' / 'Wand- und Deckenbeläge';0.0936;qm;2503.6443;7.2;2510.8443;Success: Converted: 90.0 m² × 0.01m × 1373.0 kg/m³ = 1235.70 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;15341100;C25/30 XC4/XF1 F4 8 M Außenbauteile;85.25;m³;Wandsystem - HT Labor + Hospitaltechnik GmbH - Stahlblech-Wandpaneel, verzinkt, Folienbeschichtet;'Komposite' / 'Systembauteile' / 'Innenwände';0.1098;qm;88972.3226;6.82;88979.1426;Success: Converted: 85.25 m² × 0.01m × 3237.17 kg/m³ = 2759.69 kg
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;14242100;C20/25 XC1/XC2/XC3 F4 16 M Feuchträume;77.0;m³;EGOSILICON 100 ? EGOSILICON 110 ? EGOSILICON 111 ? EGOSILICON 120 ? EGOSILICON 151;'Kunststoffe' / 'Dichtmassen' / 'Silikon';0.0982;kg;525.1901;6.16;531.3501;Success: kg unit
Rohrdorfer Transportbeton Oberland GmbH & Co. KG;30030;dynamIQ retard S-02;73.16999999999999;m³;Beton C25/30 XC4 XF1 XA1 F3 32 M EcoPact, Rezept Nummer DA4334-DNZK Version 1, Transportbetonwerk Mönchengladbach, Germany;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0823;m3;10301.5411;5.8536;10307.3947;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;16342200;C30/37 XC4/XF1/XA1 F4 16 S Außenbauteile;69.5;m³;Beton C40/50, Sortennummer 988429091;'Mineralische Baustoffe' / 'Mörtel und Beton' / 'Beton';0.0806;m3;11293.75;5.56;11299.31;Success: m³ unit
Rohrdorfer Transportbeton München GmbH & Co. KG;17842200;C35/45 XC4/XD3/XF2/XF3/XA3 F4 16 S Industriebau;65.25;m³;Jansen-Economy 60 Anti-Finger-Klemmtür Breite x Höhe: 1230 mm x 2180 mm;'Komponenten von Fenstern und Vorhangfassaden' / 'Türen und Tore' / 'Stahl';0.116;qm;28.8862;5.22;34.1062;Success: Converted: 65.25 m² × 0.01m = 0.652 m³
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;919;Maut/Selbstabholer;62.0;m³;Holcim Pur 4 R Siloware Werk Höver;'Mineralische Baustoffe' / 'Bindemittel' / 'Zement';0.0872;kg;39080.4221;4.96;39085.3821;Success: kg unit
Rohrdorfer Transportbeton Rosenheim-Söchtenau GmbH;460;Mindermengenzuschlag;60.75;m³;Masterlite Pro 140 7.3n, Mix Design ID: RMBLOCK24 MJH (7) 1 16/12/2024, Anlage: Callow, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0817;qm;17650.709;4.86;17655.569;Success: Converted: 60.75 m² × 0.01m × 1542.0 kg/m³ = 936.77 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;111;Verzögerer bis 3,0 Stunden;60.0;m³;PUNCH 3 LRO MSP 5500-840 L12 HFIX;'Gebäudetechnik' / 'Elektro' / 'Beleuchtung';0.0935;pcs.;2467.4647;4.8;2472.2647;Success: Converted: 60.0 pcs × 1.000 kg/pc = 60.00 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;15333100;C25/30 XC4/XF1 F3 32 M Außenbauteile;60.0;m³;Masterdenz 100 7.3n, Mix Design ID: RMBLOCK02 MAO (7) 1 16/12/2024, Pflanze: Callow, Vereinigtes Königreich;'Mineralische Baustoffe' / 'Steine und Elemente' / 'Betonfertigteile und Betonwaren';0.0919;qm;10715.3182;4.8;10720.1182;Success: Converted: 60.0 m² × 0.01m × 1886.3 kg/m³ = 1131.78 kg
Rohrdorfer Transportbeton München GmbH & Co. KG;15342161;C25/30 XC4/XF1/XA1 F4 16 M   hWe;56.0;m³;Astron PLS Produkt (kalt gewalzte Stahlelemente aus verzinkten Stahlblechen);'Metalle' / 'Stahl und Eisen' / 'Stahlbleche';0.0967;kg;127502.5302;4.48;127507.0102;Success: kg unit
Rohrdorfer Transportbeton München GmbH & Co. KG;15333161;C25/30 XC4/XF1/XA1 F3 32 M   hWe;42.0;m³;EcoWorx S? Carpet Tile with EcoSolution Q100? Face Fibre;'Kunststoffe' / 'Bodenbeläge' / 'Mehrschichtig modulare Bodenbeläge';0.0802;qm;1.7869;3.36;5.1469;Success: Converted: 42.0 m² × 0.01m = 0.420 m³
Rohrdorfer Transportbeton München GmbH & Co. KG;12043100;C12/15 X0 F4 32 L unbewehrt;36.0;m³;Fenstergriff;'Komponenten von Fenstern und Vorhangfassaden' / 'Beschläge' / 'Fenstergriffe';0.0933;pcs.;29.1421;2.88;32.0221;Success: Converted: 36.0 pcs × 1.000 kg/pc = 36.00 kg
